Time,SoG,CoG,Heading,TWS,TWA,StW,AWS,AWA,Rudder,Current
,13.534149458921245,348.6072611092337,220.45957752111053,66.98526053592326,113.05949193726512,1.163070566696181,25.12852401764014,357.7072760952448,78.7042106203442,"(17.222641009836703, 7.611450173855977)"
,13.918037144859161,280.8669928748965,0.865826103475138,47.90763469823131,332.26975294675725,10.685199786835238,5.4628671489054526,195.0739045350026,47.26756251821652,"(3.5468980552019542, -55.361559100079944)"
,6.192695139828055,130.36716794882219,226.82086005985758,45.66174714469926,191.9362703344959,2.413814843287856,14.096932089190803,62.120767181713404,83.91948554636934,"(10.863279684719261, 0.40357463152534145)"
,11.171997337108523,359.13526930658367,139.1605785439773,24.375891489893196,247.4619666182645,4.57062502963891,40.64440582307794,326.4283382204777,87.6218979733896,"(13.390390103992113, 23.49965666232729)"
,1.6628211040187413,163.70022882900952,13.679986446803367,44.35226163455892,314.44149882991053,14.132747354851908,13.417542653372632,7.23561287527045,28.297000202377852,"(12.099871888082413, 62.32117200308666)"
,2.527305480434565,337.1495863409365,111.3774573775344,37.22506388475949,221.8119861974749,9.441479865051717,30.817270954310164,168.80804170679085,10.589616567019117,"(14.322459938769727, 2.145813289158933)"
,4.969234903889806,328.9111057927343,69.10471275408,34.51541818050786,71.95800015893043,2.253758610766388,9.308233822176275,301.4505918029541,15.068422290810203,"(19.419466358246662, -45.749129026024654)"
,13.456498721213165,358.5547096665799,267.581496233972,43.149548257975454,243.56729537771145,13.205608063888874,30.33185527554817,115.09044083602714,86.3573263926981,"(4.813586060418047, -18.911322493978975)"
,7.1724902456147195,72.10273666460412,324.36415426258526,17.940224041783402,199.1114923165438,9.292669887540944,10.210442373234752,36.92165817935229,45.8654863801189,"(15.362606813940289, -0.025891819306592265)"
,2.987468248466291,0.09660363505349157,150.74767924123665,27.643221889214175,143.739779417896,13.241038702569025,36.47058234010077,252.2515868030841,86.09828237822839,"(7.474181982836489, 18.089097783733518)"
,4.838963371983985,287.6070771482763,206.99757821276572,1.0212790952099895,195.50856924458674,13.851135475965082,2.092872778720658,211.39928305050663,64.69766651040551,"(18.26406051585404, -24.02324211043494)"
,10.867483399384172,72.37079591853505,44.85549980014616,25.208485170948308,188.23171957041131,10.31190981708167,41.217659170950895,59.73496755595724,38.45220991535948,"(9.302693581884549, 31.96921525902022)"
,15.129195943386765,239.73011599551577,231.37470798977535,45.321578847304025,55.50873690566243,11.743474120601567,46.33596950838492,265.3413819442307,38.49875646451283,"(2.2762619614166373, 60.88695716126661)"
,6.223015717671268,245.86794660873133,135.04612152165416,12.850156161089638,293.2622685289934,10.550613399982423,15.345056546980587,252.5716167945261,33.82704851056707,"(10.303435466972227, -91.7817844611653)"
,9.430645828037763,34.07382974741262,132.5887679509956,46.936962192722525,69.74856453366225,10.182015138538027,27.825972267075755,349.07534379609757,36.55276909221512,"(10.045388681141576, -38.05788370227981)"
,15.077804686782502,156.68606183659136,273.07740100004384,11.402861978075181,221.4020801657644,5.691826693155587,31.75263556459783,2.264147265571901,5.499935968217674,"(10.300783663555231, 53.17828924582991)"
,14.816364038205993,59.93687765980364,95.08261701870669,12.154385768917745,34.2887953629655,8.675197751737187,33.908478242919095,303.13513519795106,62.87409972607153,"(10.047447068104928, 16.64983813832341)"
,2.6579499034323675,81.90834256833489,354.8400323313562,58.10099266605247,91.13661913599445,0.07520014193947233,25.373124601487564,277.490240323925,34.23764387767442,"(13.792504520570251, 17.185990769850108)"
,2.9705087637476932,279.51843950455816,286.4950022212119,36.2081084153443,177.47219968367548,12.662552574692333,36.037141519693535,180.14961982333944,66.59672442961819,"(7.551399336308109, -139.86880579213337)"
